NAME: W_SPARSE_40_10
n: 40
m: 200
0	25	76
0	34	97
0	16	76
0	21	41
0	6	99
0	26	33
0	32	5
1	19	33
1	15	42
1	25	42
1	27	70
1	31	36
1	4	54
1	16	88
2	9	60
2	32	47
2	13	87
2	31	36
2	11	50
2	17	88
2	20	64
2	28	71
2	14	44
2	16	47
2	18	55
3	33	46
3	36	94
3	29	18
3	27	37
3	19	27
3	10	45
3	37	54
3	8	40
4	21	62
4	13	76
4	16	52
4	26	79
4	31	38
4	38	40
4	30	45
5	17	35
5	26	50
5	12	85
5	19	6
5	38	99
5	7	84
5	28	59
5	32	78
5	15	86
6	22	88
6	7	35
6	36	92
6	18	6
6	27	76
6	32	53
6	35	76
6	16	26
6	28	13
6	29	59
6	33	76
7	35	35
7	38	62
7	23	95
7	33	48
7	18	46
7	16	85
7	24	45
7	9	73
8	25	28
8	32	67
8	28	98
8	31	9
8	30	10
9	24	50
9	21	65
9	28	12
9	10	38
9	27	77
9	17	50
9	25	91
9	35	36
9	34	75
9	16	39
10	39	27
10	31	58
10	24	80
10	20	99
10	23	33
10	21	67
10	36	89
11	30	98
11	37	64
11	24	99
11	39	19
11	36	58
11	20	7
11	26	99
11	32	94
12	29	51
12	28	57
12	36	49
12	37	74
12	14	67
12	21	58
12	15	90
13	31	12
13	25	59
13	24	45
13	16	64
13	37	28
13	23	78
14	38	43
14	37	48
14	20	9
14	24	48
14	22	74
14	36	31
14	23	20
14	18	36
15	22	46
15	23	19
15	36	73
15	38	46
15	21	46
15	25	26
15	33	91
15	24	25
16	34	40
16	24	82
16	38	59
16	32	8
16	30	31
16	31	18
17	37	78
17	33	46
17	25	36
17	18	83
17	32	40
17	34	28
17	29	88
17	28	100
17	31	28
17	39	35
18	24	38
18	27	71
18	34	33
18	22	95
18	30	10
18	20	89
19	25	75
19	29	71
19	34	37
19	20	91
19	26	53
19	39	34
19	28	26
19	27	32
19	32	82
19	35	86
20	37	9
20	31	15
20	34	52
20	36	53
20	23	90
21	33	29
21	23	57
22	23	51
22	32	28
23	30	60
23	39	60
23	24	77
24	30	77
24	38	12
24	25	27
24	35	52
24	33	31
25	32	9
25	35	66
25	29	35
25	37	57
26	35	96
26	38	31
26	39	71
27	36	39
27	35	77
28	37	20
29	38	70
29	39	35
30	37	79
30	34	22
32	33	58
32	35	16
33	36	33
33	38	33
34	36	47
34	38	30
35	36	63
37	38	56
37	39	77
38	39	46
