NAME: W_SPARSE_100_46
n: 100
m: 2300
0	25	86
0	54	65
0	29	81
0	34	52
0	41	46
0	46	47
0	69	34
0	66	88
0	71	47
0	1	28
0	36	78
0	45	39
0	74	8
0	68	37
0	99	70
0	63	55
0	95	99
0	60	18
0	97	89
0	38	59
0	40	74
0	56	44
0	44	98
0	26	87
0	8	47
0	52	68
0	31	69
0	88	22
0	5	87
0	37	91
0	94	25
0	67	42
0	3	73
0	43	43
0	42	49
0	64	95
0	24	30
0	65	87
0	9	48
0	86	91
0	73	52
0	87	87
0	98	31
0	84	64
0	20	90
0	75	6
0	35	74
0	53	11
1	41	90
1	36	11
1	72	57
1	32	50
1	33	84
1	38	98
1	50	48
1	40	52
1	29	85
1	97	41
1	43	31
1	62	22
1	3	58
1	74	93
1	26	86
1	95	99
1	8	41
1	99	79
1	2	57
1	64	97
1	67	42
1	44	43
1	66	9
1	63	73
1	54	19
1	89	40
1	75	79
1	57	25
1	68	43
1	30	83
1	4	44
1	45	53
1	88	25
1	84	81
1	35	68
1	28	48
1	73	94
1	14	81
1	81	84
2	55	20
2	34	15
2	38	5
2	49	73
2	75	57
2	65	34
2	42	83
2	3	58
2	66	14
2	57	62
2	96	77
2	60	79
2	44	25
2	29	71
2	40	44
2	93	41
2	9	7
2	94	58
2	52	65
2	43	85
2	59	75
2	15	31
2	67	17
2	10	20
2	63	44
2	35	53
2	12	73
2	31	63
2	89	86
2	4	98
2	99	46
2	26	96
2	28	73
2	86	25
2	87	92
2	37	45
2	54	63
2	46	46
2	68	15
2	78	90
2	88	51
3	29	53
3	57	97
3	70	12
3	53	68
3	66	27
3	38	28
3	72	33
3	79	74
3	78	23
3	48	25
3	75	22
3	65	14
3	71	90
3	36	18
3	32	54
3	56	26
3	4	9
3	46	7
3	49	49
3	74	85
3	5	63
3	55	39
3	77	49
3	73	7
3	35	49
3	62	30
3	96	45
3	58	21
3	14	98
3	40	64
3	88	21
3	15	61
3	10	81
3	18	81
3	41	12
3	69	81
3	43	91
3	13	92
3	34	76
3	44	64
3	54	25
3	84	89
3	45	39
3	42	81
3	22	7
3	27	39
3	82	93
3	98	80
3	83	93
3	21	12
3	37	81
3	81	46
3	92	97
4	54	9
4	46	75
4	72	97
4	36	52
4	33	13
4	59	20
4	60	52
4	66	6
4	32	22
4	47	18
4	75	12
4	37	99
4	55	23
4	63	12
4	8	69
4	61	40
4	52	75
4	30	33
4	10	26
4	28	30
4	34	44
4	79	37
4	68	47
4	70	88
4	38	74
4	12	94
4	40	39
4	96	30
4	77	41
4	11	58
4	65	98
4	91	93
4	9	60
4	17	35
4	76	46
4	94	98
4	95	36
4	21	85
4	15	54
4	51	83
4	39	41
4	20	81
5	73	5
5	6	41
5	58	80
5	66	54
5	79	74
5	76	35
5	30	92
5	70	58
5	50	38
5	52	73
5	38	78
5	46	42
5	63	38
5	71	76
5	39	13
5	97	78
5	36	28
5	62	98
5	54	35
5	53	33
5	60	53
5	75	5
5	42	5
5	44	51
5	65	41
5	43	46
5	55	9
5	61	5
5	91	23
5	64	75
5	22	69
5	72	63
5	99	34
5	90	33
5	94	31
5	12	39
5	85	11
5	23	62
6	48	8
6	65	35
6	30	49
6	36	12
6	71	15
6	42	90
6	9	72
6	44	44
6	67	99
6	79	96
6	8	24
6	74	31
6	31	75
6	7	40
6	55	34
6	51	73
6	39	59
6	99	96
6	34	82
6	54	84
6	76	48
6	33	58
6	97	6
6	59	65
6	15	33
6	16	46
6	35	70
6	94	77
6	32	6
6	61	86
6	12	25
6	93	90
6	50	86
6	43	65
6	56	74
6	19	44
6	47	65
6	64	25
6	66	40
6	91	76
6	14	38
6	81	32
6	80	18
6	53	89
6	58	99
6	26	16
6	21	73
6	29	77
6	87	87
7	62	49
7	50	59
7	52	80
7	66	68
7	9	21
7	31	70
7	42	21
7	63	21
7	70	34
7	35	70
7	55	74
7	72	31
7	11	45
7	56	68
7	51	43
7	14	9
7	74	44
7	75	62
7	39	73
7	33	26
7	36	59
7	76	89
7	81	42
7	40	89
7	67	55
7	16	69
7	12	12
7	8	59
7	92	85
7	73	54
7	21	19
7	60	96
7	69	9
7	61	67
7	24	73
7	65	21
7	79	77
7	34	48
7	94	87
7	49	6
7	89	73
8	40	42
8	57	86
8	76	21
8	56	68
8	54	35
8	39	62
8	42	10
8	62	10
8	77	35
8	47	77
8	78	62
8	49	6
8	67	94
8	74	94
8	15	47
8	66	20
8	36	29
8	16	86
8	80	77
8	32	24
8	46	48
8	64	29
8	81	90
8	43	62
8	13	60
8	75	68
8	22	45
8	50	32
8	24	38
8	20	86
8	55	85
8	92	68
8	97	93
8	33	46
8	14	44
8	41	17
8	52	64
8	17	26
8	18	43
8	71	14
8	23	51
9	55	76
9	68	45
9	41	58
9	83	91
9	59	96
9	61	46
9	79	29
9	82	57
9	13	26
9	70	81
9	33	88
9	12	50
9	73	36
9	76	75
9	49	55
9	14	66
9	52	39
9	37	97
9	15	19
9	99	84
9	45	51
9	10	44
9	19	67
9	43	66
9	75	88
9	81	42
9	39	79
9	50	52
9	23	50
9	48	36
9	66	53
9	21	53
9	40	46
9	95	42
9	34	25
9	11	83
9	98	62
9	91	74
9	84	54
9	64	42
9	67	59
9	77	71
9	51	86
10	56	46
10	64	92
10	77	60
10	61	47
10	55	18
10	73	24
10	37	42
10	79	54
10	34	12
10	83	28
10	44	20
10	54	49
10	43	36
10	16	98
10	62	80
10	11	99
10	47	53
