NAME: W_SPARSE_180_90
n: 180
m: 8100
0	46	15
0	105	8
0	48	50
0	134	79
0	72	94
0	50	20
0	70	97
0	78	62
0	122	37
0	81	27
0	73	12
0	178	90
0	114	84
0	58	58
0	120	39
0	60	45
0	6	73
0	129	8
0	96	73
0	64	38
0	109	6
0	10	88
0	175	28
0	176	90
0	115	11
0	11	57
0	92	60
0	65	77
0	179	80
0	130	5
0	91	97
0	100	78
0	169	84
0	99	29
0	165	51
0	14	40
0	123	100
0	83	89
0	104	94
0	84	40
0	21	58
0	69	78
0	1	84
0	170	34
0	63	91
0	131	6
0	52	54
0	133	52
0	5	97
0	116	81
0	119	95
0	106	69
0	47	57
0	76	66
0	25	82
0	22	82
0	94	74
0	117	15
0	125	84
0	79	91
0	23	67
0	111	21
0	156	39
0	97	59
0	121	68
0	4	37
0	126	13
0	55	38
0	98	75
0	158	20
0	163	79
0	35	86
0	149	58
0	30	8
0	20	28
0	80	66
0	95	94
0	150	79
0	53	18
0	77	93
0	152	26
0	174	39
0	143	8
0	118	31
0	12	60
0	161	26
0	8	68
0	31	27
0	173	100
0	9	77
0	15	85
0	101	52
1	64	79
1	115	61
1	78	82
1	99	88
1	56	19
1	120	7
1	104	40
1	85	41
1	75	79
1	50	76
1	176	74
1	126	7
1	81	65
1	47	18
1	58	38
1	119	20
1	132	29
1	112	45
1	2	36
1	51	14
1	77	14
1	61	51
1	113	16
1	83	12
1	177	60
1	4	98
1	84	37
1	60	89
1	178	67
1	168	64
1	16	14
1	54	93
1	89	88
1	116	13
1	57	43
1	63	51
1	19	61
1	103	69
1	12	15
1	134	33
1	167	71
1	170	84
1	123	74
1	15	54
1	128	83
1	7	76
1	121	14
1	92	24
1	129	82
1	173	78
1	24	45
1	117	54
1	53	94
1	157	21
1	153	45
1	30	80
1	21	13
1	155	83
1	49	44
1	8	76
1	130	60
1	166	88
1	74	43
1	34	38
1	114	91
1	162	64
1	82	30
1	161	51
1	152	76
1	48	60
1	118	40
1	171	51
1	107	9
1	111	46
1	41	55
1	102	5
1	79	55
1	33	81
1	150	88
1	11	50
1	40	29
1	109	17
2	63	41
2	75	97
2	122	34
2	89	81
2	111	23
2	58	83
2	136	89
2	101	52
2	95	54
2	59	61
2	90	43
2	98	74
2	76	82
2	123	53
2	107	7
2	114	39
2	71	67
2	78	54
2	125	37
2	174	23
2	108	34
2	115	61
2	178	24
2	48	31
2	130	71
2	171	6
2	87	14
2	61	17
2	110	78
2	132	83
2	19	30
2	83	15
2	92	37
2	14	97
2	18	48
2	20	70
2	166	75
2	13	88
2	117	78
2	120	85
2	168	46
2	126	52
2	133	30
2	85	95
2	167	34
2	24	12
2	54	99
2	72	42
2	65	29
2	74	52
2	9	64
2	179	50
2	50	72
2	156	25
2	27	12
2	128	48
2	53	91
2	62	38
2	60	58
2	5	71
2	57	31
2	151	23
2	51	15
2	124	75
2	96	59
2	173	66
2	49	50
2	39	71
2	25	24
2	106	13
2	119	80
2	67	97
2	64	32
2	177	74
2	22	61
2	97	45
2	38	99
2	150	21
3	87	78
3	106	29
3	97	26
3	81	57
3	94	72
3	62	59
3	93	35
3	134	41
3	85	23
3	123	37
3	99	19
3	178	49
3	126	83
3	59	85
3	92	67
3	4	13
3	54	58
3	89	23
3	133	89
3	122	23
3	98	42
3	67	38
3	109	13
3	107	40
3	179	29
3	16	26
3	10	66
3	88	10
3	57	98
3	72	68
3	112	78
3	130	46
3	19	37
3	100	58
3	116	43
3	7	22
3	12	57
3	73	38
3	111	85
3	117	99
3	53	18
3	84	92
3	167	74
3	76	9
3	127	68
3	8	45
3	50	47
3	78	11
3	79	10
3	121	98
3	171	68
3	105	25
3	66	21
3	119	72
3	21	57
3	103	82
3	175	97
3	55	11
3	110	21
3	23	87
3	165	18
3	163	53
3	77	75
3	52	90
3	26	21
3	104	96
3	113	43
3	154	91
3	86	39
3	18	11
3	51	35
3	5	79
3	137	23
3	43	24
3	44	97
3	172	87
3	135	11
3	153	57
3	173	86
3	39	48
3	49	81
4	119	80
4	70	29
4	82	84
4	97	52
4	54	74
4	76	11
4	56	60
4	130	39
4	111	38
4	66	17
4	94	63
4	115	51
4	87	25
4	6	56
4	134	40
4	104	50
4	5	12
4	79	39
4	118	79
4	127	79
4	101	21
4	86	71
4	77	37
4	110	43
4	13	42
4	61	62
4	71	24
4	132	20
4	80	5
4	91	39
4	98	74
4	64	13
4	172	98
4	60	56
4	89	69
4	74	69
4	81	8
4	78	90
4	167	76
4	21	89
4	116	63
4	93	93
4	103	74
4	170	87
4	58	48
4	11	28
4	15	22
4	168	98
4	90	82
4	177	13
4	169	93
4	102	15
4	50	13
4	12	44
4	63	50
4	174	36
4	112	32
4	123	84
4	163	91
4	10	41
4	107	17
4	165	79
4	178	81
4	88	68
4	69	99
4	22	51
4	30	50
4	26	99
4	24	34
4	153	19
4	59	34
4	20	68
4	72	91
4	67	43
4	31	97
4	125	28
4	126	88
4	19	38
4	65	82
4	138	38
4	129	72
4	162	35
4	114	91
4	45	66
4	55	28
4	157	91
4	8	6
4	122	38
4	144	43
5	90	15
5	89	22
5	127	36
5	8	53
5	93	59
5	132	49
5	81	47
5	96	17
5	79	14
5	70	48
5	99	90
5	128	7
5	114	36
5	9	86
5	94	38
5	116	27
5	11	54
5	52	99
5	7	29
5	97	89
5	178	64
5	117	83
5	57	54
5	54	42
5	6	34
5	172	47
5	119	50
5	10	13
5	135	57
5	171	62
5	101	47
5	67	62
5	86	22
5	111	23
5	60	45
5	56	61
5	112	13
5	113	13
5	15	23
5	16	49
5	133	82
5	170	94
5	22	77
5	107	72
5	68	58
5	164	65
5	129	33
5	98	46
5	30	52
5	53	10
5	168	9
5	59	68
5	27	85
5	62	83
5	29	32
5	55	58
5	165	22
5	115	71
5	77	61
5	66	68
5	134	40
5	153	30
5	108	40
5	61	64
5	75	81
5	28	60
5	166	52
5	12	79
5	123	8
5	35	87
5	154	16
5	176	10
5	118	42
5	80	84
5	42	76
5	109	37
5	110	20
5	63	36
5	161	43
5	175	74
5	85	67
5	58	78
5	14	23
5	78	93
5	69	10
5	138	12
6	82	33
6	69	88
6	75	42
6	93	74
6	134	29
6	89	40
6	60	43
6	103	73
6	66	88
6	8	15
6	125	30
6	130	94
6	118	10
6	86	19
6	15	57
6	55	15
6	90	51
6	56	46
6	84	69
6	94	91
6	114	77
6	175	51
6	176	66
6	91	75
6	71	16
6	129	68
6	80	19
6	83	41
6	123	51
6	64	44
6	17	12
6	132	6
6	104	100
6	97	56
6	28	78
6	65	60
6	77	98
6	140	45
6	137	53
6	117	21
6	131	46
6	169	36
6	72	84
6	7	88
6	87	97
6	112	44
6	98	53
6	22	87
6	78	72
6	139	37
6	99	78
6	27	67
6	115	96
6	58	72
6	122	73
6	170	5
6	167	49
6	9	44
6	10	90
6	179	82
6	163	86
6	67	48
6	105	86
6	101	96
6	155	25
6	158	6
6	161	82
6	151	29
6	38	28
6	74	81
6	116	28
6	16	51
6	25	52
6	63	8
6	135	40
6	106	25
6	153	59
6	45	23
6	138	21
6	136	33
6	108	74
6	34	54
6	159	28
6	168	47
6	150	33
6	109	52
6	172	67
6	85	50
7	97	87
7	114	53
7	76	96
7	110	83
7	123	57
7	133	83
7	124	51
7	106	33
7	67	64
7	72	89
7	126	36
7	117	39
7	96	87
7	93	98
7	111	53
7	64	99
7	55	75
7	134	36
7	57	96
7	8	49
7	68	86
7	87	58
7	75	15
7	74	40
7	95	93
7	86	84
7	84	52
7	65	12
7	10	82
7	56	52
7	19	54
7	121	72
7	125	25
7	171	67
7	61	32
7	102	69
7	170	76
7	176	76
7	9	77
7	18	19
7	175	74
7	163	11
7	73	76
7	90	40
7	173	92
7	24	20
7	162	43
7	168	90
7	129	65
7	139	83
7	88	98
7	109	51
7	26	52
7	80	71
7	78	77
7	127	19
7	27	24
7	83	53
7	85	34
7	156	10
7	12	74
7	131	9
7	159	77
7	92	96
7	167	16
7	152	18
7	153	14
7	138	57
7	103	6
7	140	25
7	108	8
7	99	46
7	31	96
7	112	7
7	53	58
7	15	19
7	79	82
7	101	12
7	91	67
8	67	89
8	89	49
8	91	47
8	136	77
8	102	97
8	108	100
8	75	51
8	87	53
8	98	31
8	117	61
8	126	51
8	131	64
8	112	57
8	113	30
8	80	70
8	86	54
8	78	52
8	93	27
8	139	6
8	121	65
8	140	14
8	69	93
8	70	21
8	95	100
8	97	37
8	65	10
8	82	29
8	16	100
8	119	28
8	58	50
8	64	30
8	101	43
8	99	16
8	10	62
8	76	12
8	77	29
8	100	19
8	81	18
8	88	62
8	110	9
8	171	89
8	172	28
8	26	85
8	60	51
8	30	43
8	24	93
8	66	61
8	92	20
8	116	17
8	130	60
8	177	78
8	71	51
8	170	84
8	106	82
8	105	54
8	62	54
8	166	96
8	36	21
8	157	61
8	33	95
8	13	43
8	129	63
8	104	86
8	142	99
8	161	30
8	19	50
8	160	7
8	44	95
8	159	35
8	175	82
8	12	18
8	17	87
8	173	67
8	134	61
8	49	72
8	156	13
8	158	16
8	23	86
8	149	6
8	73	48
8	20	48
8	32	13
8	146	79
8	74	40
9	90	41
9	70	48
9	134	90
9	130	18
9	82	94
9	109	51
9	84	41
9	112	55
9	92	18
9	57	44
9	66	16
9	115	83
9	124	24
9	10	77
9	61	93
9	80	74
9	16	22
9	99	59
9	15	11
9	86	43
9	108	35
9	60	24
9	125	69
9	129	85
9	56	71
9	73	55
9	85	47
9	133	23
9	132	32
9	111	25
9	58	43
9	120	71
9	19	68
9	97	68
9	136	87
9	17	67
9	174	59
9	12	49
9	128	18
9	83	95
9	23	5
9	25	14
9	122	12
9	87	12
9	121	84
9	59	6
9	104	82
9	178	69
9	139	29
9	123	52
9	64	29
9	164	28
9	20	36
9	94	15
9	11	37
9	27	53
9	77	26
9	169	30
9	141	73
9	35	33
9	63	31
9	126	6
9	103	87
9	62	83
9	138	13
9	75	84
9	67	32
9	28	52
9	172	52
9	162	29
9	113	96
9	45	84
9	40	42
9	168	17
9	39	69
9	81	92
9	114	80
9	88	48
9	71	40
9	153	77
9	102	48
9	42	53
9	29	17
9	142	66
10	94	96
10	137	71
10	83	78
10	126	66
10	61	32
10	108	95
10	110	47
10	111	89
10	64	7
10	98	48
10	82	79
10	59	76
10	78	96
10	92	65
10	19	58
10	74	39
10	131	94
10	73	56
10	69	95
10	85	11
10	12	95
10	130	5
10	127	63
10	119	88
10	63	85
10	70	82
10	115	6
10	134	97
10	179	80
10	96	68
10	175	23
10	62	90
10	89	9
10	29	51
10	176	53
10	30	12
10	76	72
10	101	71
10	124	95
10	171	37
10	125	77
10	35	25
10	58	41
10	107	40
10	56	94
10	34	17
10	99	64
10	24	99
10	167	47
10	177	93
10	17	36
10	15	6
10	109	9
10	36	46
10	68	67
10	158	51
10	18	67
10	22	65
10	156	94
10	40	70
10	138	95
10	95	13
10	169	23
10	143	82
10	84	82
10	90	18
10	139	42
10	57	31
10	160	91
10	106	12
10	162	49
10	123	97
10	121	40
11	72	96
11	143	81
11	103	71
11	95	16
11	85	99
11	124	27
11	81	61
11	92	92
11	122	15
11	138	61
11	69	44
11	102	68
11	131	15
11	70	9
11	80	84
11	100	94
11	104	20
11	139	13
11	14	100
11	19	20
11	12	14
11	113	88
11	16	69
11	90	84
11	128	26
11	68	26
11	18	86
11	74	11
11	73	88
11	115	88
11	66	67
11	107	6
11	118	27
11	28	61
11	94	10
11	173	28
11	29	22
11	123	56
11	96	86
11	144	98
11	82	38
11	145	95
11	63	29
11	76	43
11	177	73
11	106	96
11	127	7
11	174	93
11	111	89
11	22	84
11	168	25
11	61	80
11	27	14
11	39	32
11	83	90
11	167	13
11	26	35
11	142	61
11	33	93
11	42	69
11	159	31
11	47	40
11	38	6
11	157	32
11	119	73
11	166	55
11	179	81
11	71	16
11	67	62
11	35	41
11	24	80
11	57	7
11	84	71
11	152	35
11	117	78
11	134	60
12	82	51
12	112	37
12	132	11
12	66	51
12	73	44
12	130	43
12	135	70
12	87	87
12	118	96
12	121	61
12	122	35
12	102	22
12	19	94
12	101	68
12	83	11
12	86	94
12	92	72
12	114	78
12	17	20
